Local authority code,Local authority name,LSOA code,LSOA name,median_house_price,Employment (walking),Education (walking),Healthcare (walking),Leisure and Community (walking),Shopping (walking),Residential (walking),Overall (walking),Employment (cycling),Education (cycling),Healthcare (cycling),Leisure and Community (cycling),Shopping (cycling),Residential (cycling),Overall (cycling),Business (public transport),Education (public transport),Healthcare (public transport),Leisure and Community (public transport),Shopping (public transport),Residential (public transport),Overall (public transport),Employment (driving),Education (driving),Healthcare (driving),Leisure and Community (driving),Shopping (driving),Residential (driving),Overall (driving),Employment (overall),Education (overall),Healthcare (overall),Leisure and Community (overall),Shopping (overall),Residential (overall),Overall,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E08000034,Kirklees,E01011152,Kirklees 041D,137625,43.65,48.94,48.28,63.06,70.39,67.46,60.61,60.54,57.56,62.84,70.23,82.15,71.65,66.96,54.45,61.22,56.62,65.06,69.52,58.43,61.77,82.05,78.72,78.84,84.51,93.04,91.26,87.75,53.15,54.93,53.56,64.6,70.65,64.08,61.82,11.457,0.106,0.064,3.038,-0.343,-0.051,23.067,38.767,0.144,0.096,-1.053,0.138,38.143,0.823,0.868,-0.263
E08000034,Kirklees,E01011153,Kirklees 045C,138500,48.98,48.06,61.99,55.84,83.85,72.33,64.87,63.24,66.35,74.45,73.2,89.32,74.17,71.43,59.38,65.97,66.44,68.81,83.89,62.54,69.02,82.08,79.34,82.92,84.88,94.18,91.41,88.46,57.88,56.97,65.17,63.55,84.27,68.44,67.67,23.037,0.21,0.14,16.978,0.394,0.33,15.404,49.564,0.339,0.141,-0.052,0.241,32.212,-0.17,1.072,0.079
E08000034,Kirklees,E01011154,Kirklees 045D,133000,45.86,44.5,54.36,50.78,76.37,69.58,59.75,62.7,65.91,72.73,71.91,88.56,73.66,70.72,57.2,63.07,59.73,63.84,76.53,60.72,64.81,81.32,81.53,79.36,83.15,91.94,90.79,87.24,55.71,53.83,58.21,58.82,77.17,66.29,63.37,25.486,0.283,0.164,33.978,0.495,0.301,16.866,22.771,0.491,0.157,0.941,0.279,36.495,-0.731,0.394,-0.501
E08000034,Kirklees,E01011155,Kirklees 038B,167500,47.11,50.19,49.61,58.05,62.23,70.88,58.53,63.27,70.39,69.1,73.22,77.27,74.26,69.93,55.22,63.24,57.6,62.21,65.74,59.07,61.03,84.57,80.66,81.49,83.8,90.44,93.42,88.01,54.8,57.13,54.89,61.26,64.84,66.16,60.84,8.557,0.097,0.067,7.847,-0.457,-0.151,18.23,19.4,0.175,0.062,-0.38,0.163,39.169,-0.982,0.246,-0.486
E08000034,Kirklees,E01011156,Kirklees 015A,225000,49.21,60.57,49.14,69.4,73.11,70.6,66.83,66.65,79.6,66.84,85.0,84.45,77.43,75.99,58.78,74.97,61.08,68.55,76.32,62.58,68.19,84.28,84.43,79.93,88.58,91.28,92.49,89.42,58.02,68.09,56.47,70.19,75.4,67.93,68.38,18.513,0.181,0.149,10.91,0.476,0.203,11.86,26.727,0.214,0.173,-0.469,0.212,31.443,-1.308,0.059,0.853
E08000034,Kirklees,E01011157,Kirklees 011A,153000,53.86,79.62,72.32,78.0,81.07,76.46,78.07,68.16,89.61,81.51,89.83,87.06,78.45,79.56,62.27,83.06,77.05,76.29,83.91,64.42,74.51,84.36,91.44,91.64,92.49,94.73,92.25,92.57,61.51,82.08,75.59,78.07,82.92,71.56,76.46,33.399,0.378,0.199,53.308,0.431,0.717,12.66,23.406,0.501,0.309,0.979,0.42,23.435,0.358,0.155,0.335
E08000034,Kirklees,E01011158,Kirklees 015B,174500,50.21,66.72,65.84,81.01,82.5,72.05,74.32,66.22,78.91,74.0,87.61,87.87,76.86,76.76,61.03,76.74,72.01,75.48,84.61,63.91,72.89,83.96,84.59,86.27,90.58,94.09,92.14,90.88,59.63,72.03,69.81,78.8,83.95,69.17,73.89,24.284,0.234,0.124,27.523,0.287,1.159,12.988,34.314,0.368,0.119,0.488,0.285,25.889,0.163,0.478,0.674
E08000034,Kirklees,E01011159,Kirklees 015C,250000,44.83,53.39,21.12,44.82,55.79,65.97,53.12,66.02,74.34,50.29,72.48,73.3,76.72,70.81,55.41,69.42,42.04,57.48,63.57,59.19,60.25,84.48,82.52,72.03,84.55,87.8,92.79,87.03,54.8,61.67,33.56,53.17,60.66,64.17,58.34,10.148,0.088,0.079,5.853,-0.217,-0.458,21.033,28.756,0.106,0.079,-0.874,0.174,41.596,-0.619,0.379,0.369
E08000034,Kirklees,E01011160,Kirklees 015D,217000,48.16,61.69,50.71,68.46,71.44,69.48,66.26,65.41,78.54,64.23,81.25,81.38,76.2,74.04,56.77,71.06,59.86,66.3,74.08,60.55,65.78,83.79,84.21,79.73,87.63,90.31,92.07,88.74,56.33,66.94,56.4,68.39,73.38,66.37,66.75,6.348,0.082,0.055,11.099,-0.437,-0.5,13.273,12.621,0.128,0.043,-0.275,0.196,33.142,-1.168,-0.202,-0.111
E08000034,Kirklees,E01011161,Kirklees 011B,159995,52.21,70.4,69.41,76.75,79.68,74.86,74.43,66.83,82.78,77.2,87.38,85.45,77.35,77.22,61.12,78.42,73.78,74.08,81.61,63.56,72.26,83.85,86.14,89.35,90.66,92.62,91.81,90.72,60.22,74.89,72.42,76.26,81.06,70.34,73.64,16.715,0.228,0.097,22.212,0.072,0.096,11.742,23.475,0.451,0.116,0.362,0.247,26.17,-0.266,0.167,0.311
E08000034,Kirklees,E01011162,Kirklees 015E,167500,48.06,55.43,36.54,58.66,72.74,70.13,62.69,66.67,78.74,60.37,81.98,85.32,77.65,75.45,58.02,73.58,54.32,65.77,77.14,62.08,67.19,84.45,85.53,78.91,88.74,92.88,92.79,90.06,57.28,64.75,47.18,63.95,75.69,67.5,66.17,11.0,0.099,0.093,10.733,-0.251,0.057,15.09,22.477,0.171,0.058,-0.241,0.188,33.726,-0.63,0.205,0.1
E08000034,Kirklees,E01011163,Kirklees 011C,160000,52.6,67.35,58.64,69.07,76.56,74.87,70.93,68.84,84.34,76.26,85.94,86.1,78.93,78.32,61.64,78.01,68.55,71.53,79.97,64.14,71.38,84.63,84.72,86.31,88.52,92.73,92.5,90.25,60.92,73.2,64.93,71.58,78.87,70.74,71.87,51.65,0.489,0.323,54.657,1.488,1.523,14.175,7.487,0.663,0.329,1.249,0.396,28.077,0.208,-0.478,-0.283
E08000034,Kirklees,E01011164,Kirklees 011D,186000,52.12,64.32,57.73,71.29,80.48,74.16,71.49,68.83,82.25,74.54,86.59,88.49,79.03,78.51,62.65,77.76,69.36,73.43,83.08,64.97,72.83,85.1,86.17,85.21,89.79,93.94,92.96,91.14,61.46,71.39,64.92,73.52,82.31,70.81,72.87,19.007,0.24,0.113,24.309,0.277,0.444,11.603,17.468,0.43,0.165,0.283,0.279,27.017,-0.449,-0.208,0.455
E08000034,Kirklees,E01011165,Kirklees 011E,162500,53.09,76.32,67.79,75.28,76.36,75.36,74.89,68.27,86.95,78.78,86.48,83.54,78.32,78.07,61.66,80.85,74.16,74.03,80.73,64.11,72.66,84.27,88.89,89.56,89.72,92.86,92.15,91.02,60.97,79.26,71.98,75.53,79.03,70.9,74.11,27.422,0.371,0.151,42.46,0.399,0.315,16.89,14.787,0.472,0.355,0.595,0.392,25.817,1.299,0.063,-0.653
E08000034,Kirklees,E01011166,Kirklees 011F,121000,51.96,73.97,69.35,83.6,87.72,74.3,78.91,67.98,83.94,78.38,90.0,91.72,78.25,79.43,63.4,81.41,76.92,79.46,88.81,65.95,76.44,84.71,86.86,89.24,91.7,95.55,92.68,92.17,61.79,78.11,74.13,82.06,88.6,71.27,77.8,39.414,0.377,0.206,50.918,0.768,0.905,9.976,55.8,0.436,0.36,0.6,0.446,22.069,-0.339,1.112,0.563
E08000034,Kirklees,E01011167,Kirklees 011G,110000,52.7,81.7,73.69,85.95,85.86,75.43,81.26,67.99,88.66,82.58,92.68,92.61,78.43,80.74,63.69,84.5,79.78,81.55,89.34,66.02,77.63,84.66,92.14,92.95,94.53,96.56,92.63,93.8,62.14,83.73,77.69,84.31,88.08,71.83,79.46,46.819,0.443,0.255,62.511,0.808,0.882,13.197,55.778,0.526,0.307,1.05,0.477,20.341,0.798,1.076,0.711
E08000034,Kirklees,E01011168,Kirklees 055A,236750,36.16,31.06,53.73,64.57,75.3,57.3,55.61,53.22,45.24,57.62,69.91,84.59,65.07,61.72,51.53,53.28,58.35,64.41,73.1,56.41,60.25,78.89,67.91,75.96,82.47,89.19,88.75,83.89,48.58,41.49,56.65,64.9,74.78,57.95,58.61,6.567,0.091,0.072,5.007,-0.524,-0.862,16.149,14.566,0.119,0.081,-0.884,0.163,41.34,-2.96,0.028,-0.53
E08000034,Kirklees,E01011169,Kirklees 053A,291250,38.6,41.62,32.55,56.89,61.53,56.68,52.41,55.95,59.86,49.06,68.04,72.69,67.07,62.69,54.92,63.76,54.46,62.72,69.05,58.76,61.79,79.02,80.87,76.6,84.87,91.26,89.0,86.47,51.68,52.3,45.12,60.61,65.96,58.93,58.22,9.622,0.076,0.084,1.981,-0.114,-0.252,17.571,28.751,0.138,0.028,-1.573,0.136,41.696,-2.194,0.371,0.387
E08000034,Kirklees,E01011170,Kirklees 053B,356995,38.28,37.82,42.39,64.23,66.83,58.68,54.84,55.95,60.92,57.05,72.32,76.8,67.23,64.35,52.12,57.92,55.06,62.4,69.33,56.52,59.82,78.08,71.64,73.88,83.43,89.06,88.16,84.09,49.82,47.86,49.97,63.95,68.68,58.81,58.29,6.189,0.101,0.056,5.351,-0.877,-0.688,17.066,18.052,0.209,0.039,-0.508,0.133,41.489,-2.398,0.12,-0.238
E08000034,Kirklees,E01011171,Kirklees 053C,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000034,Kirklees,E01011172,Kirklees 053D,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000034,Kirklees,E01011173,Kirklees 053E,302500,37.64,33.82,41.29,62.88,66.44,57.66,53.17,55.82,59.96,55.7,72.17,77.14,67.09,64.16,51.34,55.68,52.42,60.56,67.39,55.49,58.23,77.94,70.95,72.8,83.23,88.69,88.02,83.77,49.15,44.75,48.03,62.46,67.55,57.85,56.78,4.6,0.065,0.066,3.594,-0.477,-1.366,17.473,4.551,0.094,0.062,-1.003,0.146,42.964,-2.949,-0.492,-1.025
E08000034,Kirklees,E01011174,Kirklees 055B,315000,35.68,24.63,43.76,57.27,66.64,54.87,49.27,53.46,40.27,53.01,66.44,77.51,64.94,59.34,51.03,50.08,53.54,60.89,67.26,56.03,57.31,78.65,66.73,73.66,82.42,88.64,88.55,83.4,48.19,36.48,49.6,59.76,67.6,56.65,54.36,4.784,0.053,0.052,1.942,-0.728,-0.629,17.733,16.433,0.092,0.038,-1.233,0.121,45.634,-5.141,0.103,-0.457
E08000034,Kirklees,E01011175,Kirklees 055C,179500,35.99,37.96,53.38,62.9,74.38,57.46,56.87,54.42,47.59,53.29,66.53,77.65,65.99,60.9,51.43,53.61,57.18,62.76,70.73,56.22,59.35,78.76,68.08,74.11,80.06,86.95,88.55,82.59,48.64,45.38,55.71,63.11,72.82,58.01,58.59,27.018,0.294,0.192,32.458,0.547,0.555,18.99,9.726,0.399,0.155,1.065,0.239,41.418,-1.38,-0.327,-0.251
E08000034,Kirklees,E01011176,Kirklees 053F,272500,36.47,40.5,24.39,51.64,55.32,54.99,48.53,54.6,62.3,53.13,68.86,73.99,66.18,62.76,52.79,61.64,49.71,59.76,62.09,56.72,58.21,78.95,82.29,75.66,85.08,90.7,88.93,86.43,49.65,50.93,39.2,56.96,59.74,57.13,54.8,12.284,0.141,0.086,9.297,-0.383,-0.199,25.46,19.261,0.255,0.074,-0.279,0.172,45.186,-0.035,0.242,-0.496
E08000034,Kirklees,E01011177,Kirklees 055D,245000,35.65,37.81,49.55,59.7,69.01,56.96,54.41,54.56,49.17,55.2,67.24,78.31,66.21,61.45,50.42,51.72,52.98,59.31,65.79,55.12,56.68,79.31,72.03,76.36,82.6,89.13,89.1,84.49,47.95,44.58,51.86,60.09,67.96,57.28,56.25,7.748,0.096,0.072,6.407,-0.538,-0.265,19.256,12.405,0.161,0.056,-0.463,0.149,43.744,-2.14,-0.159,-0.257
E08000034,Kirklees,E01011178,Kirklees 055E,234000,36.57,32.02,52.83,64.47,74.8,57.16,55.71,53.78,43.91,55.86,68.96,82.03,65.44,61.22,53.14,56.0,60.79,66.97,75.56,58.0,62.45,79.11,68.86,76.77,83.87,90.32,88.95,84.74,49.78,43.1,57.5,66.05,75.66,58.66,59.76,20.997,0.227,0.143,18.51,0.23,0.549,17.044,26.1,0.352,0.166,0.221,0.225,40.219,-1.869,0.484,-0.301
E08000034,Kirklees,E01011179,Kirklees 059A,252500,28.3,41.34,15.18,45.09,29.93,50.14,38.04,48.65,57.2,44.87,62.61,56.48,60.86,54.94,40.11,48.87,35.64,51.97,43.16,46.46,44.78,78.12,73.3,67.99,82.36,82.97,88.06,81.97,38.86,45.64,27.36,49.82,37.95,49.68,42.97,8.269,0.059,0.053,2.805,-0.827,-0.729,30.304,27.762,0.082,0.056,-1.257,0.143,57.069,-0.767,0.632,-0.903
E08000034,Kirklees,E01011180,Kirklees 058A,265000,35.77,33.79,36.61,53.6,56.8,52.48,47.63,49.34,51.7,65.52,70.37,77.56,61.23,59.59,41.63,50.19,46.2,56.12,63.55,48.2,51.84,77.89,65.13,72.23,82.22,88.41,88.04,82.82,41.6,41.95,43.03,56.13,61.32,51.59,50.87,8.233,0.085,0.068,4.457,-0.855,-0.474,27.641,16.204,0.12,0.059,-0.696,0.138,49.003,-0.139,0.081,-0.413
E08000034,Kirklees,E01011181,Kirklees 059B,200000,39.22,38.78,61.52,68.24,78.26,55.44,59.76,50.33,58.82,75.58,77.36,88.33,62.35,64.16,46.65,55.08,60.19,66.63,80.42,52.23,60.99,78.19,73.6,78.02,86.23,92.68,88.25,86.2,45.73,47.03,61.65,68.15,79.97,54.92,60.85,11.2,0.094,0.08,3.629,-0.652,0.193,16.655,40.951,0.121,0.069,-0.693,0.115,38.988,-1.598,0.87,0.032
E08000034,Kirklees,E01011182,Kirklees 058B,291000,27.0,33.76,11.41,38.77,38.07,44.64,36.34,47.13,49.06,48.96,61.9,66.34,58.56,54.53,35.01,43.65,29.37,45.48,43.93,41.99,40.91,77.59,65.58,67.7,81.69,86.22,87.71,81.78,35.09,38.99,22.52,43.85,42.48,44.88,40.24,12.723,0.103,0.068,1.468,-0.714,0.135,30.329,40.078,0.179,0.062,-1.451,0.118,59.671,-1.361,0.957,-0.728
E08000034,Kirklees,E01011183,Kirklees 059C,404500,29.78,33.55,18.98,42.16,33.09,47.01,36.36,47.99,53.36,52.53,65.24,63.0,59.78,55.65,36.4,42.82,34.5,47.43,44.82,43.37,42.04,77.04,64.83,64.62,77.96,79.48,87.15,78.58,36.72,38.76,28.66,46.52,40.52,46.71,40.93,7.98,0.079,0.053,4.328,-1.126,-0.535,28.388,23.89,0.116,0.053,-0.615,0.124,59.018,-2.124,0.437,-0.495
E08000034,Kirklees,E01011184,Kirklees 059D,203000,35.73,49.33,32.12,56.11,53.38,56.15,51.47,50.75,64.36,62.37,72.99,75.66,63.12,62.16,45.06,58.19,48.31,61.68,62.68,50.7,55.17,78.3,77.71,74.5,85.59,89.08,88.27,85.3,43.99,54.2,42.11,60.15,59.24,54.59,54.34,27.762,0.299,0.17,30.496,0.371,0.582,27.445,20.399,0.495,0.132,0.912,0.247,45.654,0.456,0.307,-0.566
E08000034,Kirklees,E01011185,Kirklees 059E,197000,32.06,43.81,25.82,51.86,49.14,54.27,47.0,50.35,60.38,51.58,66.24,66.61,62.61,58.64,45.91,58.26,47.05,60.11,58.9,51.33,54.24,78.51,75.2,71.91,83.57,86.31,88.39,83.72,43.65,51.12,38.33,57.02,54.99,53.99,51.79,13.835,0.126,0.109,7.345,-0.109,-0.329,25.972,24.062,0.208,0.061,-0.454,0.164,48.004,-0.485,0.281,0.094
E08000034,Kirklees,E01011186,Kirklees 058C,270000,36.85,33.52,52.9,53.6,59.89,54.99,49.55,52.35,55.95,70.12,71.87,75.77,64.21,61.79,46.61,52.43,57.15,59.22,64.06,52.05,55.09,78.02,73.72,77.97,83.35,89.6,88.13,84.64,45.46,42.99,56.1,57.77,62.87,54.78,53.5,6.552,0.072,0.055,3.851,-1.097,-0.427,22.988,20.273,0.141,0.046,-0.697,0.123,46.392,-1.228,0.161,-0.051
E08000034,Kirklees,E01011187,Kirklees 059F,375000,38.16,40.94,51.89,59.39,66.56,56.37,54.85,51.96,62.64,69.32,74.71,80.29,64.06,63.7,48.44,58.22,57.74,64.47,71.82,53.49,59.56,78.65,78.87,79.2,86.91,92.7,88.63,87.12,46.87,49.72,55.96,63.07,69.99,56.08,58.11,9.385,0.128,0.074,6.266,-0.689,-0.061,21.319,15.154,0.283,0.049,-0.482,0.149,41.818,-0.587,-0.137,0.064
E08000034,Kirklees,E01011188,Kirklees 058D,337000,38.49,34.39,60.86,63.91,72.17,54.79,55.8,50.91,55.48,76.14,76.16,84.83,62.87,63.25,45.36,52.7,58.87,62.78,73.74,51.11,57.76,78.09,70.06,78.82,84.99,92.09,88.21,85.4,44.82,43.54,60.67,64.3,73.7,54.14,57.51,12.684,0.144,0.101,4.513,-0.157,0.023,21.311,20.528,0.211,0.089,-0.912,0.156,42.281,-0.723,0.247,-0.284
E08000034,Kirklees,E01011189,Kirklees 059G,420000,33.01,39.6,31.94,50.76,49.18,53.85,46.01,51.65,59.8,57.74,68.04,68.9,63.87,60.03,47.27,57.38,49.02,59.86,59.2,52.03,54.68,78.89,77.12,75.2,85.36,88.5,88.75,85.24,44.93,48.51,42.25,56.56,55.27,54.22,51.73,6.221,0.054,0.034,2.794,-0.935,-0.513,25.528,21.973,0.089,0.023,-0.884,0.116,48.133,-0.668,0.11,0.285
E08000034,Kirklees,E01011190,Kirklees 051A,240000,36.02,35.25,28.32,41.59,52.79,57.29,44.9,56.91,52.92,47.28,56.89,68.4,68.6,59.79,49.97,59.31,45.42,51.22,58.19,54.61,54.29,80.41,77.53,71.8,78.93,87.7,89.81,83.96,48.07,46.69,38.37,47.5,56.36,57.39,51.07,6.584,0.048,0.057,2.867,-0.634,-0.671,19.841,28.178,0.06,0.047,-1.015,0.131,48.89,-5.18,0.408,0.225
E08000034,Kirklees,E01011191,Kirklees 046A,195000,34.75,32.1,38.28,33.95,57.35,56.84,44.2,59.21,53.25,56.18,56.18,76.67,70.87,62.46,51.3,55.51,52.01,49.48,61.17,56.12,54.92,81.37,74.41,72.1,77.69,89.11,90.62,84.11,48.96,43.42,46.53,43.29,60.32,58.08,51.33,8.956,0.116,0.076,10.434,-0.761,-0.272,20.934,11.477,0.204,0.06,-0.45,0.205,48.677,-3.278,-0.194,-0.31
E08000034,Kirklees,E01011192,Kirklees 046B,180500,30.77,25.75,24.48,35.61,48.4,51.05,38.41,58.7,46.26,42.9,52.46,65.74,70.22,58.6,48.03,49.62,43.12,46.83,52.93,53.23,49.84,81.5,70.2,66.22,75.25,84.44,90.66,81.52,45.9,37.2,35.32,42.42,51.62,54.03,46.06,23.458,0.228,0.166,19.57,0.236,0.238,25.964,29.356,0.295,0.17,0.078,0.255,53.91,-1.956,0.375,0.436
E08000034,Kirklees,E01011193,Kirklees 046C,316000,24.85,22.45,3.48,34.37,33.85,43.07,30.47,56.44,41.2,24.16,48.43,47.25,67.61,52.67,43.91,45.88,26.72,42.36,38.65,49.53,42.7,82.84,66.15,59.37,75.67,77.07,91.41,79.09,41.63,33.59,16.77,39.38,36.98,48.43,38.68,12.17,0.138,0.088,7.622,-0.524,-0.047,26.676,18.123,0.249,0.097,-0.396,0.162,61.135,-5.176,0.025,0.04
E08000034,Kirklees,E01011194,Kirklees 046D,230000,37.07,36.79,41.38,35.25,54.42,59.45,45.56,59.01,52.61,56.29,55.9,73.32,70.57,61.66,51.52,57.98,52.29,49.49,59.7,56.15,55.04,80.95,76.1,73.14,77.43,88.47,90.29,83.96,49.59,46.9,48.02,43.84,58.1,59.26,51.87,5.47,0.05,0.067,5.977,-0.589,-1.36,19.197,12.186,0.087,0.033,-0.793,0.172,48.034,-5.396,-0.09,-0.535
E08000034,Kirklees,E01011195,Kirklees 051B,320000,28.16,25.58,10.82,28.18,17.63,51.71,27.08,54.22,48.57,34.42,47.14,41.99,66.4,51.7,44.01,43.7,27.64,38.51,30.27,50.09,39.72,79.24,74.08,68.59,77.42,79.98,88.89,80.49,42.11,34.7,20.8,34.72,25.22,52.55,35.69,6.003,0.042,0.031,2.028,-1.151,-0.736,29.818,17.528,0.056,0.07,-1.202,0.122,64.291,-3.017,0.149,-0.433
E08000034,Kirklees,E01011196,Kirklees 051C,277500,34.19,40.0,35.93,49.42,60.58,53.96,49.59,55.21,54.29,48.67,59.77,71.69,67.14,60.12,47.04,61.16,47.91,52.97,62.63,52.3,55.01,79.78,75.42,69.59,77.22,85.26,89.14,82.33,45.54,50.04,43.04,51.96,62.26,54.67,53.35,5.472,0.079,0.062,2.943,-0.629,-0.497,18.275,8.467,0.137,0.044,-1.042,0.135,46.786,-6.279,-0.216,-1.057
E08000034,Kirklees,E01011197,Kirklees 051D,215000,31.36,35.24,33.54,43.63,49.97,51.09,43.32,54.2,51.53,46.82,56.28,65.8,66.33,57.67,46.58,59.32,47.77,50.26,57.73,51.85,52.85,80.22,74.69,69.56,75.43,82.66,89.42,81.23,44.47,46.61,41.86,47.86,54.73,53.08,49.52,18.386,0.198,0.109,18.013,0.222,-0.084,21.117,32.559,0.315,0.151,0.33,0.204,50.392,-4.383,0.681,-0.178
E08000034,Kirklees,E01011198,Kirklees 056C,301000,28.98,33.83,44.66,41.11,23.49,48.92,34.53,50.08,48.76,52.95,53.33,41.89,62.39,50.82,43.08,47.83,41.74,48.73,37.79,49.0,44.09,79.22,69.59,70.78,78.5,77.26,88.73,79.54,41.12,40.81,43.63,45.8,31.63,50.43,40.88,6.604,0.059,0.038,3.24,-0.993,-0.653,26.732,23.676,0.112,0.033,-1.318,0.154,59.052,-3.29,0.338,-0.111
E08000034,Kirklees,E01011199,Kirklees 056D,315000,31.03,42.47,49.98,47.36,30.29,51.06,40.72,51.07,54.95,58.46,59.31,47.95,63.49,54.25,45.74,53.41,45.74,53.79,43.17,51.3,48.34,79.65,73.36,75.04,81.78,79.89,89.13,81.77,43.42,48.05,48.28,51.44,37.69,52.57,45.85,9.036,0.111,0.076,4.197,-0.488,-0.463,24.404,14.453,0.172,0.068,-0.882,0.149,54.122,-3.019,-0.118,-0.07
E08000034,Kirklees,E01011200,Kirklees 032D,254000,40.77,24.37,43.33,44.41,66.26,63.31,48.37,60.69,47.88,57.59,60.08,78.09,71.87,63.35,54.05,51.82,53.8,54.4,65.77,58.05,57.31,81.5,71.67,72.79,78.7,88.66,90.71,83.99,52.27,37.5,49.72,50.53,66.71,62.02,54.31,9.793,0.109,0.073,4.768,-0.329,0.131,21.272,16.605,0.163,0.076,-0.81,0.154,45.301,-1.657,-0.009,-0.067
E08000034,Kirklees,E01011201,Kirklees 030A,160000,56.32,62.85,90.49,71.65,80.76,76.18,73.35,67.33,80.65,94.08,83.89,88.59,77.58,77.41,63.63,75.52,86.76,76.7,86.07,65.14,74.71,85.43,82.59,91.93,87.98,94.25,94.02,91.01,62.81,69.57,89.1,75.08,83.94,71.69,74.51,18.957,0.207,0.144,11.979,0.444,0.515,6.617,22.168,0.248,0.201,-0.4,0.219,25.408,-2.331,0.302,-0.217
E08000034,Kirklees,E01011202,Kirklees 036C,203000,48.34,63.2,66.72,55.53,69.13,69.8,64.36,66.03,82.38,83.42,77.62,82.48,76.32,74.77,59.38,68.15,70.46,65.93,69.34,61.42,65.31,86.11,82.76,81.1,85.51,92.8,94.75,89.78,58.13,66.7,69.7,62.34,70.01,66.94,65.8,18.996,0.235,0.142,14.682,0.454,0.066,11.984,20.28,0.36,0.182,-0.391,0.249,34.103,-2.116,0.167,-0.067
E08000034,Kirklees,E01011203,Kirklees 030B,251500,53.31,58.64,77.8,64.02,75.88,73.53,68.19,66.74,78.71,86.59,79.01,84.13,76.91,75.18,61.85,71.62,79.07,70.89,78.58,63.6,70.27,85.44,76.64,84.51,83.66,89.96,94.02,87.84,60.92,65.59,79.22,68.55,77.76,69.71,69.95,7.072,0.107,0.088,4.386,-0.373,-0.352,8.424,5.67,0.161,0.069,-1.313,0.171,29.921,-2.614,-0.533,-0.499
E08000034,Kirklees,E01011204,Kirklees 033A,264250,57.3,54.6,83.5,65.23,70.12,76.08,66.67,67.39,76.61,91.18,80.86,84.2,77.57,75.63,63.7,70.99,83.05,71.93,79.31,65.17,71.36,85.16,81.49,92.67,87.94,93.24,93.84,90.55,63.08,63.09,83.99,69.73,75.55,71.66,69.95,6.681,0.076,0.07,2.21,-0.197,-0.813,12.521,20.849,0.099,0.044,-1.592,0.141,30.004,-0.687,0.219,-0.142
E08000034,Kirklees,E01011205,Kirklees 036D,291250,39.79,43.13,35.5,43.46,51.95,61.41,48.36,63.75,67.67,63.06,68.78,70.87,73.89,67.87,53.94,56.38,51.16,54.36,53.59,56.95,54.75,86.21,79.51,76.73,83.27,90.6,94.82,88.13,52.42,50.35,45.13,50.76,53.8,60.81,53.34,11.641,0.124,0.067,5.76,-0.425,0.209,22.39,30.749,0.23,0.06,-0.794,0.169,46.671,-1.579,0.534,0.141
E08000034,Kirklees,E01011206,Kirklees 033B,140500,56.33,74.08,82.43,70.56,80.37,76.81,75.82,66.85,84.46,87.78,82.61,86.79,77.34,77.09,62.72,77.51,81.0,74.25,82.44,64.34,73.17,85.19,81.92,87.46,86.05,93.27,93.88,89.95,62.17,76.52,82.3,73.3,81.85,71.59,74.67,20.494,0.245,0.166,12.659,0.516,0.264,9.197,18.51,0.383,0.203,-0.271,0.214,25.285,-1.047,0.202,-0.479
E08000034,Kirklees,E01011207,Kirklees 038C,192000,53.96,69.57,72.64,63.79,75.3,74.78,70.94,66.22,81.45,83.1,78.76,82.62,76.64,74.96,61.28,74.92,75.74,70.09,76.72,63.19,69.89,85.0,78.28,82.76,82.86,90.0,93.65,87.62,60.63,72.89,75.08,68.04,76.49,70.06,70.84,8.041,0.118,0.075,7.345,-0.581,-0.125,8.329,16.895,0.225,0.071,-1.027,0.201,29.099,-2.378,0.089,-0.318
E08000034,Kirklees,E01011208,Kirklees 033C,166750,57.91,65.88,91.54,71.93,79.82,77.27,74.32,67.25,79.57,94.27,83.54,87.7,77.64,77.04,65.12,77.35,88.98,78.2,88.07,66.18,76.38,84.89,82.5,91.83,87.69,94.11,93.6,90.72,64.11,71.89,90.75,75.91,84.48,72.68,75.74,21.424,0.209,0.136,13.773,0.439,0.217,14.125,44.876,0.324,0.167,-0.288,0.229,24.124,0.708,0.977,-0.014
E08000034,Kirklees,E01011209,Kirklees 030C,252475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000034,Kirklees,E01011210,Kirklees 027D,185000,54.16,45.0,72.88,59.52,66.95,73.11,60.94,67.23,70.31,83.23,74.91,78.28,76.99,72.59,62.57,68.0,76.8,68.68,75.35,64.37,68.7,85.73,77.53,89.21,85.76,91.01,94.33,89.03,61.64,56.44,75.75,65.21,71.84,69.88,66.02,8.612,0.109,0.074,3.861,-0.417,-0.251,16.945,21.391,0.143,0.071,-1.071,0.154,34.009,-0.068,-0.027,0.516
